company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
China Minsheng Bank,CN,Financial Services,Financials,Banking ops / credit / dev,"261 new AI scenarios (2025); AI-generated code ~20-34%; credit-approval AI aid 84% adoption saving 40k+ work-hours/yr; named tools ""慧销/慧芯/慧眼/锦囊""; AI Agent platform (250+ apps); GenAI calls +16x, 5M+ daily calls",CONFIRMED,40k+ work-hours/yr saved in credit approval (self-claimed),I,https://www.cmbc.com.cn (2024/2025 annual report),2025
PetroChina,CN,Energy & Utilities,Energy,Exploration/refining/sales,"""昆仑""(Kunlun) 300-billion-parameter energy LLM (May 2025); ""1+4+N"" architecture across exploration/refining/sales; refining process-optimization models; AI station agents 24h; 1,950P peak compute",CONFIRMED,"300B params, 1,950P compute (disclosed)",I,https://www.nea.gov.cn/20250530/9431f59ac81f49c1a3839d7e066c4073/c.html,2025-05
Zhongji Innolight,CN,Technology,Information Technology,Manufacturing quality inspection,"Self-developed AI QC system (deep-learning) detecting 128 indicators on optical modules; digitalized supply chain (NOTE: internal use, distinct from AI-datacenter modules they sell)",CONFIRMED,"99.9% defect recognition accuracy, production cost -25% (self-claimed)",I,https://caifuhao.eastmoney.com/news/20250429163940036145050,missing
ZTE,CN,Technology,Information Technology,Network AI / R&D (product+internal),"""星云""(Xingyun) communication large model for autonomous networks; ""All in AI, AI for All"" framework; AIR-RAN + cloud-network-edge-device AI systems",CONFIRMED,6-yr R&D >100bn yuan (disclosed),I,https://www.zte.com.cn/china/about/magazine/zte-technologies/2025/6/1/1.html,2025
Bank of China,CN,Financial Services,Financials,Banking ops / service / automation,"""BOCAI"" large-model capability platform (400+ intelligent assistants); 3,600+ RPA-automated scenarios; DeepSeek R1 integration",CONFIRMED,"400+ assistants, 3,600+ RPA scenarios (self-claimed)",I,https://www.boc.cn (2024/2025 annual report),2024
S.F. Holding,CN,Industrial / Machinery,Industrials,Logistics optimization,"""丰语"" logistics vertical LLM (>10bn tokens/day); ""丰知"" logistics decision model (route/packaging/sales forecast); 5,000+ active AI agents across 30+ scenarios",CONFIRMED,"prediction accuracy +5%, compute speed +120x (self-claimed)",I,https://www.sf-express.com (2025 annual report),2025
NARI Technology,CN,Industrial / Machinery,Industrials,Power grid dispatch / ops,"""光明""(Guangming) power large model (billion-param, 600+ scenarios: grid planning/maintenance/service); ""AI4"" framework (AI4T/R/S); power time-series foundation model",CONFIRMED,600+ application scenarios (self-claimed),I,http://www.sgepri.sgcc.com.cn,missing
China Mobile,CN,Telecom,Communication,Network AI / customer service (product+internal),"""九天""(Jiutian) foundation model 3.0 (July 2025, full-stack domestic, multimodal); 8 platform products, 450+ AI algorithm capabilities, 900+ use cases across 27 sectors",CONFIRMED,900+ use cases (self-claimed),I,https://www.10086.cn/aboutus/news/groupnews/index_detail_53246.html,2025-07
iFlytek,CN,Technology,Information Technology,AI platform / education / healthcare (product),"""星火""(Spark) large model deployed across education (AI classrooms, grading), healthcare (AI-assisted diagnosis), enterprise (telecom/energy/finance); Spark app 300M+ Android downloads",CONFIRMED,~9.1bn clinical recommendations to medical institutions (self-claimed),I,https://www.hangyan.co/reports/3617689921482917226,missing
Haier Smart Home,CN,Retail & E-commerce,Consumer Discretionary,Product AI + smart manufacturing,"""HomeGPT"" vertical domain LLM; self-developed ""AI Eye"" multimodal cooking agent; COSMOPlat AI+digitalization; AI-enabled Casarte appliances",CONFIRMED,SG&A ratios each -0.1pp via AI (self-claimed),I,https://stockmc.xueqiu.com/202603/600690_20260327_DDD5.pdf,missing
China Telecom,CN,Telecom,Communication,Network AI / customer service (product+internal),"""星辰""(TeleChat) 100-billion-param foundation model + specialized variants; ""TeleAgent"" AI-native app; ""1+1+1+M+N"" architecture; computer vision applications",CONFIRMED,"CV segment growth 56.5%, #5 market share (self-claimed)",I,https://www.chinatelecom.com.cn/ct/news/gdxw/167797.html,missing
Sungrow Power,CN,Industrial / Machinery,Industrials,Energy asset O&M (product),"""PowerDoctor"" AI predictive-maintenance platform (30+ fault early warnings, root-cause dx); AI embedded across battery-PCS-EMS storage chain; PowerTitan 3.0 intelligent storage",CONFIRMED,"root-cause accuracy 99%, unplanned downtime -99%, O&M efficiency +92% (self-claimed)",I,https://cn.sungrowpower.com,missing
Haitong Securities,CN,Financial Services,Financials,Investment research / advisory,"Multimodal full-stack financial LLM w/ SenseTime (since Aug 2023) for intelligent Q&A, research & research-report generation; ""All in AI"" IT investment | CONFIRMED",NONE,I,,https://news.qq.com/rain/a/20240426A00T0J00,2023-08
Qinghai Salt Lake Potash,CN,Chemicals & Materials,Materials,Potash/lithium production,"""盐湖产业AI创新应用联合实验室"" (w/ China Telecom & Huawei); dual-driven intelligent models (process + AI); first centrifuge ore-output AI soft-measurement model in production; ""产业大脑+未来工厂"" | CONFIRMED",NONE,I,,https://www.163.com/dy/article/KUFQGE4T05568W0A.html,missing
China Pacific Insurance,CN,Financial Services,Financials,Insurance claims/underwriting/service,"""All in AI""; 40B-param model training infrastructure; RPA ""black-lights factory"" replacing 400+ person-months/month; AI claims assistant; digital-human AI anchor agent",CONFIRMED,RPA replaces 400+ person-months/month (self-claimed),I,https://www.cpic.com.cn (2024/2025 annual report),2024
TCL Technology,CN,Technology,Information Technology,Display manufacturing quality inspection,"AI panel defect detection (ADC→ADR, automated inspect-judge-repair chain); TCL Huaxing AI intelligent factory (China smart-mfg top-10); 10 AI demo projects",CONFIRMED,AI created >1bn yuan comprehensive benefit in 2025 (self-claimed),I,https://www.cnstock.com/commonDetail/601726,2025
China Tourism Group Duty Free,CN,Retail & E-commerce,Consumer Discretionary,—,"no confirmed deployment found (company states AI large-model applications under ""research and promotion"", engaging AI vendors; no named deployed system)",CLAIMED (exploratory only),—,—,https://stock.stockstar.com/RB2025032500031828.shtml,missing
Shanghai Pudong Development Bank,CN,Financial Services,Financials,Banking ops / risk / marketing,"HQ-level AI center + thousand-card compute base; 100bn-scale open-source LLMs + 8 AI components; 200+ digital-worker scenarios (wealth/inclusive/IB); ""AI+应用规划白皮书1.0""",CONFIRMED,200+ digital-worker scenarios (self-claimed),I,https://www.spdb.com.cn (AI+ white paper / annual report),missing
Sany Heavy Industry,CN,Industrial / Machinery,Industrials,Smart manufacturing + predictive maintenance,"33 lighthouse factories (Beijing & Changsha WEF-certified, only heavy-equipment ones globally); local DeepSeek reasoning deployment; AI predictive maintenance (data + physics models)",CONFIRMED,"process automation 66%, labor productivity +13%, energy -14.5% (self-claimed)",I,https://www.sanygroup.com/news/13839.html,missing
China National Nuclear Power,CN,Energy & Utilities,Utilities,Nuclear plant ops / maintenance,"""核智·龙灵""(Longling) large model + DeepSeek integration via ""核智AI门户""; AI intelligent design/construction, smart maintenance, core-reactivity verification; unmanned-plant demo | CONFIRMED",NONE,I,,https://nnsa.mee.gov.cn/ztzl/haqshmhsh/haqrdmyyt/202502/202502/t20250228_1103058.html,missing
China CSSC Holdings,CN,Industrial / Machinery,Industrials,Smart shipbuilding / quality inspection,"""海鲲""(Haikun) shipbuilding LLM; ""百舸""(Baige) model on DeepSeek-R1; ""智海·图灵"" maritime AI platform; machine-vision weld-defect detection; AMR shipyard logistics",CONFIRMED,weld defect detection accuracy 99.5%+ (self-claimed),I,https://www.iim.net.cn/2242/view-158304-1.html,missing
CRRC Corporation,CN,Industrial / Machinery,Industrials,Train R&D / manufacturing / maintenance,"""斫轮·匠枢""(Zhuolun) industrial AI large model (design→manufacturing→ops→maintenance); AI aerodynamic simulation 24h→10s (Baidu Cloud); 5 typical practice cases",CONFIRMED,aerodynamic simulation 24h→10s (self-claimed),I,https://www.crrcgc.cc/crrcgc/2025-11/17/article_2025111709383523072.html,2025
Bank of Beijing,CN,Financial Services,Financials,Banking ops / trading / service,"""京智""(Jingzhi) billion-param LLM + ""京翼""(Jingyi) MaaS platform; ""1213"" AI architecture (100+ capabilities, 300+ scenarios); ""京行小金"" interbank AI trading agent; wealth robots",CONFIRMED,300+ application scenarios (self-claimed),I,https://www.bankofbeijing.com.cn (annual report),missing
TBEA,CN,Industrial / Machinery,Industrials,Smart manufacturing / quality,"Quality management platform (2025, data-driven); multi-scenario modeling for complex shear-line operations; ""特高压+新能源+储能+工业AI"" integration | CONFIRMED",NONE,I,,https://static.cninfo.com.cn (TBEA 2025 annual report),2025
Foxconn Industrial Internet,CN,Technology,Information Technology,Smart manufacturing (lighthouse factories),8 internally-built lighthouse factories (+9 externally enabled); demand-forecasting model +27% accuracy; AI fiber-drawing parameter optimization; LLM equipment-maintenance + AI carbon management platforms,CONFIRMED,"forecast accuracy +27%, Scope-3 emissions -42% (self-claimed)",I,https://panel.fii-foxconn.com/WhitePaper.html,missing
Chongqing Changan Automobile,CN,Retail & E-commerce,Consumer Discretionary,Autonomous driving / cockpit (product),"""天枢""(Tianchu) intelligent-driving system (end-to-end, multimodal AI, 62 core techs); ""天枢"" large model (voice programming, multi-intent control); edge-cloud AI cockpit (w/ Alibaba Tongyi); CVPR AD challenge award | CONFIRMED",NONE,I,,https://auto.gasgoo.com/news/202404/22I70389629C109.shtml,missing
Tongwei,CN,Technology,Information Technology,Solar cell manufacturing quality inspection,"ADC AI defect-detection model (deep learning, auto EL re-inspection replacing manual); ""i光溯"" AI PV-cell anomaly analysis; Meishan first global PV-cell lighthouse factory; WEF ""AI Application Star""; precision fish-feeding tech (Hubei sci-tech award) | CONFIRMED",NONE,I,,https://www.tongwei.com/news/detail/169252.html,missing
Poly Developments,CN,Real Estate & Construction,Real Estate,Property management / customer service,"(via Poly Property) DeepSeek-integrated energy-mgmt AI; AI intelligent回访 100% coverage; ""RADAR雷达"" smart-community service pilot (Guangzhou)",CONFIRMED,service response efficiency +40% (self-claimed),I,https://xueqiu.com/9622384271/329818598,missing
China Three Gorges Renewables,CN,Energy & Utilities,Utilities,Wind/solar farm O&M,Fault diagnosis & early-warning platform for wind/solar; AI wind-turbine monitoring patent; China's first unmanned intelligent wind farm; AI drone inspection | CONFIRMED,NONE,I,,https://www.ctgt.com.cn/sxkj/xwzx/2025110517305886092/index.html,missing
China Railway Group,CN,Industrial / Machinery,Industrials,Construction / tunneling,"""先锋""(Pioneer) vertical LLM series — 6 domain models (tunnel/underground first, bridges, electrical, surveying); tunnel model trained on 773 routes / 120bn construction data points; shield-machine AI",CONFIRMED,120bn engineering data points (self-claimed),I,https://www.crec.cn/web/xwzx61/gsyw87/2025081514080234708/index.html,missing
Bank of Shanghai,CN,Financial Services,Financials,Banking ops / trading / credit,"Self-developed ""同业存单AI机器人"" (interbank CD robot); 100+ intelligent agents; AI尽调助手 (due-diligence) + 智能问数助手; multi-agent AI mobile banking",CONFIRMED,interbank-CD robot replaces >60% repetitive work (self-claimed),I,https://www.gzw.sh.gov.cn/shgzw_zxzx_gqdt/20260721/6919aa86859644519432b694b6452590.html,missing
Jiangsu Yanghe Brewery,CN,Retail & E-commerce,Consumer Staples,Marketing / customer service,"AI-powered customer service, marketing assistants, content management systems (2025 annual report); intelligent brewing referenced | CONFIRMED",NONE,I,,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=002304&id=12235181,2025
Baoshan Iron and Steel,CN,Chemicals & Materials,Materials,Steel manufacturing,"Blast-furnace AI large model; ~300 AI application scenarios + 5 flagship AI production lines (2025); ""digital-intelligent marketing"" AI; WAIC top SAIL award; first-batch pilot smart factory",CONFIRMED,AI transformation >100M yuan annual gains (self-claimed),I,https://www.csteelnews.com/xwzx/znzz/202405/t20240514_87952.html,2025
United Imaging Healthcare,CN,Healthcare & Life Sciences,Health Care,Medical imaging AI (product),"""元智""(YuanZhi) medical large model + 10+ intelligent agents; brain-MR agent auto-screening 47 diseases; 20+ FDA-cleared AI-enabled imaging devices",CONFIRMED,"20+ FDA-cleared AI devices, 47 diseases from 1 MR (self-claimed)",I,https://www.uii-ai.com/article/520.html,missing
Anhui Conch Cement,CN,Chemicals & Materials,Materials,Cement manufacturing,"""云工大模型"" (industry-first cement AI large model, w/ Huawei Pangu, Apr 2025); cement-strength forecasting across 66 subsidiaries/100+ lines; 200+ scenario models",CONFIRMED,strength-prediction accuracy >85% (self-claimed),I,https://www.conch.cn/gsyw/info_itemid_384958.html,2025-04
